Title,Price,Bedrooms,Bathrooms,Areas,Location,Url
EXCLUSIVE BUNGALOW PRESINT 14 near ALAMANDA NADI 15 PUTRAJAYA,RM 3 000 000,7 Bedrooms,7 Bathrooms,12000 sq.ft.,Putrajaya,https://www.mudah.my/EXCLUSIVE+BUNGALOW+PRESINT+14+near+ALAMANDA+NADI+15+PUTRAJAYA-88526482.htm
"[Murah + Facing Open] 2 Storey Terrace END LOT, Presint 14, Putrajaya",RM 850 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/+Murah+Facing+Open+2+Storey+Terrace+END+LOT+Presint+14+Putrajaya-88525929.htm
"TERMURAH Double Storey PRESINT 11, PUTRAJAYA",RM 675 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/TERMURAH+Double+Storey+PRESINT+11+PUTRAJAYA-88525990.htm
[nice house] corner lot presint 8 putrajaya,RM 1 000 000,4 Bedrooms,4 Bathrooms,2670 sq.ft.,Putrajaya,https://www.mudah.my/+nice+house+corner+lot+presint+8+putrajaya-88525715.htm
Corner Lot 2 1/2 Storey House Presint 18 Putrajaya,RM 1 020 000,5 Bedrooms,4 Bathrooms,2830 sq.ft.,Putrajaya,https://www.mudah.my/Corner+Lot+2+1+2+Storey+House+Presint+18+Putrajaya-88012629.htm
2 Storey Terrace Precint 11 Putrajaya,RM 675 000,4 Bedrooms,3 Bathrooms,2000 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Terrace+Precint+11+Putrajaya-88524964.htm
"2 Storey, PRESINT 11, PUTRAJAYA [NICE HOUSE]",RM 789 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+PRESINT+11+PUTRAJAYA+NICE+HOUSE+-88524037.htm
NEW UNIT 3 Storey Terrace Villa Putrajaya,RM 1 400 000,5 Bedrooms,6 Bathrooms,1800 sq.ft.,Putrajaya,https://www.mudah.my/NEW+UNIT+3+Storey+Terrace+Villa+Putrajaya-85927928.htm
"PRESINT 14, 2 Storey Link House (End Lot)",RM 850 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/PRESINT+14+2+Storey+Link+House+End+Lot+-88392885.htm
"3 Storey Sera Semi D Twim VILLA Precint 8, Putrajaya",RM 1 950 000,6 Bedrooms,6 Bathrooms,4500 sq.ft.,Putrajaya,https://www.mudah.my/3+Storey+Sera+Semi+D+Twim+VILLA+Precint+8+Putrajaya-86380627.htm
"FACING LAKE!! Astana Semi Detached House Presint 8, Putrajaya",RM 3 293 100,5 Bedrooms,6 Bathrooms,3360 sq.ft.,Putrajaya,https://www.mudah.my/FACING+LAKE+Astana+Semi+Detached+House+Presint+8+Putrajaya-85085512.htm
"[MUR4H] DOUBLE STOREY, PRESINT 11, Putrajaya",RM 675 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+MUR4H+DOUBLE+STOREY+PRESINT+11+Putrajaya-88521713.htm
Triple Storey Hamton Kemensah Banglo H'Kemensah,RM 3 441 000,6 Bedrooms,7 Bathrooms,5998 sq.ft.,Putrajaya,https://www.mudah.my/Triple+Storey+Hamton+Kemensah+Banglo+H+Kemensah-87977048.htm
"Double Storey Terrace House TURNBERRY Intermediate, Putrajaya P12",RM 880 000,4 Bedrooms,3 Bathrooms,2062 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Terrace+House+TURNBERRY+Intermediate+Putrajaya+P12-86602035.htm
Brand new superlink! corner facing lake 2 1/2 storey desiran bayu!,RM 1 350 000,6 Bedrooms,5 Bathrooms,3800 sq.ft.,Putrajaya,https://www.mudah.my/Brand+new+superlink+corner+facing+lake+2+1+2+storey+desiran+bayu+-84983362.htm
FULLY RENOVATED Double Storey Presint 16 Putrajaya MURAH,RM 980 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/FULLY+RENOVATED+Double+Storey+Presint+16+Putrajaya+MURAH-88520057.htm
FULLY RENOVATED 2 Storey Presint 16 Putrajaya,RM 980 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/FULLY+RENOVATED+2+Storey+Presint+16+Putrajaya-88519368.htm
Double Storey Terrace House at Presint 11 Putrajaya,RM 675 000,4 Bedrooms,3 Bathrooms,1650 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Terrace+House+at+Presint+11+Putrajaya-88513094.htm
Facing open the pines double storey presint 11 putrajaya,RM 780 000,4 Bedrooms,3 Bathrooms,1400 sq.ft.,Putrajaya,https://www.mudah.my/Facing+open+the+pines+double+storey+presint+11+putrajaya-88512993.htm
"0%[dp] Putrajaya south ,taman langat utama , kota warisan , Dengkil",RM 324 000,4 Bedrooms,2 Bathrooms,1310 sq.ft.,Putrajaya,https://www.mudah.my/0+dp+Putrajaya+south+taman+langat+utama+kota+warisan+Dengkil-86259491.htm
[ FOR SALE | PUTRAJAYA ] Presint 11 Teres 2 Taman Residence 9 Tamara,RM 675 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+FOR+SALE+PUTRAJAYA+Presint+11+Teres+2+Taman+Residence+9+Tamara-88511998.htm
Putrajaya!!!Limited 28x90 Semi-D Concept Double Storey Superlink House,RM 433 099,4 Bedrooms,4 Bathrooms,2889 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Limited+28x90+Semi+D+Concept+Double+Storey+Superlink+House-85093566.htm
New Promotion for MCO!! 26x80 Double Storey (0%D/P+Cash Back 60K),RM 418 099,4 Bedrooms,4 Bathrooms,2987 sq.ft.,Putrajaya,https://www.mudah.my/New+Promotion+for+MCO+26x80+Double+Storey+0+D+P+Cash+Back+60K+-83445712.htm
Putrajaya!!! 24x85 Double Storey Superlink House(Selling Price 4xxK!!),RM 412 899,4 Bedrooms,4 Bathrooms,2875 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+24x85+Double+Storey+Superlink+House+Selling+Price+4xxK+-83445711.htm
57x70 Cashback 90K Double Storey Garden Home,RM 696 000,4 Bedrooms,4 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/57x70+Cashback+90K+Double+Storey+Garden+Home-86505079.htm
FREEHOLD Lakeview Double Storey Terrace for sale near Putrajaya,RM 700 000,4 Bedrooms,4 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/FREEHOLD+Lakeview+Double+Storey+Terrace+for+sale+near+Putrajaya-82312101.htm
FREEHOLD [gated&guarded] 2 storey garden home with private garden,RM 710 000,4 Bedrooms,4 Bathrooms,2606 sq.ft.,Putrajaya,https://www.mudah.my/FREEHOLD+gated+guarded+2+storey+garden+home+with+private+garden-82136327.htm
[GATED&GUARDED] CASH BACK RM100K 2STY Garden house 15min to PUTRAJAYA,RM 700 000,4 Bedrooms,4 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/+GATED+GUARDED+CASH+BACK+RM100K+2STY+Garden+house+15min+to+PUTRAJAYA-82070342.htm
[ Murah + Facing Open ] Rumah Teres End Lot Presint 14 Putrajaya,RM 860 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/+Murah+Facing+Open+Rumah+Teres+End+Lot+Presint+14+Putrajaya-86246275.htm
Rumah teres 2 tingkat putrajaya presint 11 / freehold,RM 675 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/Rumah+teres+2+tingkat+putrajaya+presint+11+freehold-88506056.htm
"{PALING MURAH} Presint 11 Putrajaya, Good Condition, Cheapest Unit",RM 675 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+PALING+MURAH+Presint+11+Putrajaya+Good+Condition+Cheapest+Unit-88499746.htm
Putrajaya Dengkil Modern Semi D,RM 519 000,4 Bedrooms,2 Bathrooms,2710 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Dengkil+Modern+Semi+D-85702648.htm
"Premium 3 Sty Bungalow Danau Suria Precinct 16, Putrajaya",RM 3 195 500,6 Bedrooms,6 Bathrooms,4220 sq.ft.,Putrajaya,https://www.mudah.my/Premium+3+Sty+Bungalow+Danau+Suria+Precinct+16+Putrajaya-86571633.htm
"New Modern Design Semi D Astana Presint 8, Putrajaya",RM 3 293 100,6 Bedrooms,7 Bathrooms,6456 sq.ft.,Putrajaya,https://www.mudah.my/New+Modern+Design+Semi+D+Astana+Presint+8+Putrajaya-86916984.htm
6 bilik presint 16 jalan kaki alamanda Paling murah 2 tingkat berpagar,RM 449 999,6 Bedrooms,4 Bathrooms,1220 sq.ft.,Putrajaya,https://www.mudah.my/6+bilik+presint+16+jalan+kaki+alamanda+Paling+murah+2+tingkat+berpagar-88503424.htm
[SURAU WALKING DISTANCE] Semi-D Double Storey Presint 14 Putrajaya,RM 1 250 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/+SURAU+WALKING+DISTANCE+Semi+D+Double+Storey+Presint+14+Putrajaya-84887285.htm
Privacy precint 10 Kiri Kanan depan belakang elit,RM 1 400 000,5 Bedrooms,4 Bathrooms,2999 sq.ft.,Putrajaya,https://www.mudah.my/Privacy+precint+10+Kiri+Kanan+depan+belakang+elit-88501448.htm
Rumah berpagar 3 tingkat paling murah putrajaya non bumi unver mv sale,RM 1 049 999,5 Bedrooms,5 Bathrooms,3889 sq.ft.,Putrajaya,https://www.mudah.my/Rumah+berpagar+3+tingkat+paling+murah+putrajaya+non+bumi+unver+mv+sale-88501418.htm
"FLEXIBLE DEPOSIT] Double Storey Terrace House PRESINT 11, PUTRAJAYA",RM 675 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/FLEXIBLE+DEPOSIT+Double+Storey+Terrace+House+PRESINT+11+PUTRAJAYA-88500842.htm
[ FREEHOLD + 22x70 ] Double Stry House PRESINT 11 Putrajaya,RM 675 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+FREEHOLD+22x70+Double+Stry+House+PRESINT+11+Putrajaya-88500553.htm
"2 1/2 Storey Semi Detached House NEW HAVEN Presint 18H, Putrajaya",RM 1 500 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/2+1+2+Storey+Semi+Detached+House+NEW+HAVEN+Presint+18H+Putrajaya-88007522.htm
Double Storey Terrace House TURNBERRY Intermediate Precint 12,RM 880 000,4 Bedrooms,3 Bathrooms,2062 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Terrace+House+TURNBERRY+Intermediate+Precint+12-86927235.htm
Fera Twinvilla 3 Storey Semi Detached Villa Presint 8 Putrajaya,RM 2 700 000,5 Bedrooms,5 Bathrooms,4521 sq.ft.,Putrajaya,https://www.mudah.my/Fera+Twinvilla+3+Storey+Semi+Detached+Villa+Presint+8+Putrajaya-83519471.htm
"2 Storey-CORNER Precint 11a, Putrajaya",RM 865 000,4 Bedrooms,3 Bathrooms,1650 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+CORNER+Precint+11a+Putrajaya-88497085.htm
"[FREE LEGAL FEES] Luxury 3 Storey Terrace near D'Pluze LHDN, Putrajaya",RM 968 000,5 Bedrooms,5 Bathrooms,2750 sq.ft.,Putrajaya,https://www.mudah.my/+FREE+LEGAL+FEES+Luxury+3+Storey+Terrace+near+D+Pluze+LHDN+Putrajaya-88496313.htm
Best Value Completed 2.5 Storey Semi D Augusta Precinct 12 Putrajaya,RM 2 682 888,5 Bedrooms,5 Bathrooms,3207 sq.ft.,Putrajaya,https://www.mudah.my/Best+Value+Completed+2+5+Storey+Semi+D+Augusta+Precinct+12+Putrajaya-88495155.htm
Best Value Triple Storey Duta Villa Residence Precicnt 14 Putrajaya,RM 1 350 000,6 Bedrooms,6 Bathrooms,3660 sq.ft.,Putrajaya,https://www.mudah.my/Best+Value+Triple+Storey+Duta+Villa+Residence+Precicnt+14+Putrajaya-88494599.htm
Bungalow with Large Land Kg. Abu Bakar Baginda,RM 1 350 000,5 Bedrooms,5 Bathrooms,15000 sq.ft.,Putrajaya,https://www.mudah.my/Bungalow+with+Large+Land+Kg+Abu+Bakar+Baginda-79582520.htm
"2 Storey Intermediate Presint 11, Putrajaya",RM 695 000,4 Bedrooms,3 Bathrooms,1650 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Intermediate+Presint+11+Putrajaya-88494550.htm
"Furnished & Fitted: 2.5 Storey Semi-D, Presint 8, Putrajaya",RM 1 850 000,5 Bedrooms,5 Bathrooms,4200 sq.ft.,Putrajaya,https://www.mudah.my/Furnished+Fitted+2+5+Storey+Semi+D+Presint+8+Putrajaya-88494763.htm
Non bumi lot fully furnished serai twin villa 3 storey presint 8,RM 2 950 000,6 Bedrooms,6 Bathrooms,3768 sq.ft.,Putrajaya,https://www.mudah.my/Non+bumi+lot+fully+furnished+serai+twin+villa+3+storey+presint+8-87239838.htm
"3 storey hyperlink terrace, hot area putrajaya",RM 1 467 000,6 Bedrooms,6 Bathrooms,3660 sq.ft.,Putrajaya,https://www.mudah.my/3+storey+hyperlink+terrace+hot+area+putrajaya-88493060.htm
"(END LOT! RENOVATED!) 2 Storey Link House, Presint 14, Putrajaya",RM 865 000,4 Bedrooms,3 Bathrooms,1905 sq.ft.,Putrajaya,https://www.mudah.my/+END+LOT+RENOVATED+2+Storey+Link+House+Presint+14+Putrajaya-85672638.htm
"Rumah Teres 2 Tingkat, Presint 9, Putrajaya",RM 665 000,4 Bedrooms,3 Bathrooms,1900 sq.ft.,Putrajaya,https://www.mudah.my/Rumah+Teres+2+Tingkat+Presint+9+Putrajaya-88489062.htm
[2100SQFT] [FREEHOLD] Double Storey Intermediate Terrace Presint 11,RM 789 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+2100SQFT+FREEHOLD+Double+Storey+Intermediate+Terrace+Presint+11-88488889.htm
"(LAKE VIEW) 3 Storey FERA Twinvilla, Presint 8, Putrajaya",RM 3 825 000,6 Bedrooms,6 Bathrooms,5026 sq.ft.,Putrajaya,https://www.mudah.my/+LAKE+VIEW+3+Storey+FERA+Twinvilla+Presint+8+Putrajaya-87569901.htm
(NICE LANDSCAPE) Exclusive Bungalow at Presint 14 Putrajaya,RM 2 850 000,6 Bedrooms,6 Bathrooms,4800 sq.ft.,Putrajaya,https://www.mudah.my/+NICE+LANDSCAPE+Exclusive+Bungalow+at+Presint+14+Putrajaya-87566515.htm
Beautiful semi D double storey Putrajaya presint 15,RM 2 100 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/Beautiful+semi+D+double+storey+Putrajaya+presint+15-88488463.htm
"2.5 Storey Superlink House, Corner, Presint 16, Putrajaya, 6 Bedrooms",RM 1 350 000,6 Bedrooms,5 Bathrooms,3800 sq.ft.,Putrajaya,https://www.mudah.my/2+5+Storey+Superlink+House+Corner+Presint+16+Putrajaya+6+Bedrooms-71126487.htm
[FULL LOAN]+[free cash back RM100K] 2sty 10min to putrajaya,RM 675 000,4 Bedrooms,4 Bathrooms,2600 sq.ft.,Putrajaya,https://www.mudah.my/+FULL+LOAN+free+cash+back+RM100K+2sty+10min+to+putrajaya-82572071.htm
MURAH LANDED 2 Storey Terrace Natura Presint 11 Putrajaya,RM 750 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/MURAH+LANDED+2+Storey+Terrace+Natura+Presint+11+Putrajaya-88331090.htm
[54x70] Corner Lot Wide Land House in Gated Guarded Modern Township,RM 690 000,4 Bedrooms,4 Bathrooms,3445 sq.ft.,Putrajaya,https://www.mudah.my/+54x70+Corner+Lot+Wide+Land+House+in+Gated+Guarded+Modern+Township-79196888.htm
(54X70)New CONER PUTRAJAYA DOUBLE STOREY [ below market value],RM 678 000,4 Bedrooms,4 Bathrooms,4325 sq.ft.,Putrajaya,https://www.mudah.my/+54X70+New+CONER+PUTRAJAYA+DOUBLE+STOREY+below+market+value+-78533454.htm
[Full Govt Loan]54x70 Corner Lot Garden near ERL Putrajaya,RM 700 000,4 Bedrooms,4 Bathrooms,4369 sq.ft.,Putrajaya,https://www.mudah.my/+Full+Govt+Loan+54x70+Corner+Lot+Garden+near+ERL+Putrajaya-76682416.htm
End Lot Double Storey Terrace Link Presint 14 Putrajaya,RM 850 000,4 Bedrooms,3 Bathrooms,1905 sq.ft.,Putrajaya,https://www.mudah.my/End+Lot+Double+Storey+Terrace+Link+Presint+14+Putrajaya-88486301.htm
"22'x75' / 22'x85', Bandar Sri Sendayan, New Completed Unit, Full Loan",RM 550 000,4 Bedrooms,4 Bathrooms,3164 sq.ft.,Putrajaya,https://www.mudah.my/22+x75+22+x85+Bandar+Sri+Sendayan+New+Completed+Unit+Full+Loan-87162827.htm
"MURAH & Fully Furnished 2 Storey Semi-D, Presint 16, Putrajaya",RM 1 100 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/MURAH+Fully+Furnished+2+Storey+Semi+D+Presint+16+Putrajaya-85490379.htm
Double Storey Corner Lot Precint 11 Putrajaya For Sale,RM 950 000,4 Bedrooms,3 Bathrooms,3287 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Corner+Lot+Precint+11+Putrajaya+For+Sale-88483202.htm
Putrajaya cyberjaya beautiful triple storey,RM 2 700 000,7 Bedrooms,7 Bathrooms,4600 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+cyberjaya+beautiful+triple+storey-88386781.htm
"Two Storey SuperLink Terrace (Spacious) at Precint 11, Putrajaya",RM 1 130 000,5 Bedrooms,6 Bathrooms,2742 sq.ft.,Putrajaya,https://www.mudah.my/Two+Storey+SuperLink+Terrace+Spacious+at+Precint+11+Putrajaya-83662344.htm
Beautiful New Semi D at Augusta Residence Precinct 12 Putrajaya,RM 2 173 139,6 Bedrooms,7 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/Beautiful+New+Semi+D+at+Augusta+Residence+Precinct+12+Putrajaya-86828983.htm
"NICE HOUSE! Semi D Double Storey Presint 15, Putrajaya",RM 1 300 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/NICE+HOUSE+Semi+D+Double+Storey+Presint+15+Putrajaya-88386000.htm
"(RM3K BOOKING ONLY! WITH POOL) AUGUSTA 3 Storey Semi D, P12, Putrajaya",RM 2 173 139,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/+RM3K+BOOKING+ONLY+WITH+POOL+AUGUSTA+3+Storey+Semi+D+P12+Putrajaya-84274045.htm
"[BELOW MV + FULLY FURNISHED] 2 Storey Terrace Presint 14, Putrajaya",RM 860 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/+BELOW+MV+FULLY+FURNISHED+2+Storey+Terrace+Presint+14+Putrajaya-88481884.htm
"FULLY FURNISHED 2 Storey, Presint 16, Putrajaya",RM 950 000,4 Bedrooms,3 Bathrooms,1800 sq.ft.,Putrajaya,https://www.mudah.my/FULLY+FURNISHED+2+Storey+Presint+16+Putrajaya-87256901.htm
"[FREEHOLD] 2 Storey Bungalow Precint 10, Putrajaya",RM 2 499 000,7 Bedrooms,5 Bathrooms,4436 sq.ft.,Putrajaya,https://www.mudah.my/+FREEHOLD+2+Storey+Bungalow+Precint+10+Putrajaya-79543037.htm
"3 Storey Corner Semi D, Serene Boutique Garden Homes, Precint 8, Putra",RM 3 092 300,5 Bedrooms,5 Bathrooms,8809 sq.ft.,Putrajaya,https://www.mudah.my/3+Storey+Corner+Semi+D+Serene+Boutique+Garden+Homes+Precint+8+Putra-85293800.htm
"[Near Ammenities,Freehold] 2 Sty End Lot Palma Presint 11 Putrajaya",RM 880 000,4 Bedrooms,3 Bathrooms,880000 sq.ft.,Putrajaya,https://www.mudah.my/+Near+Ammenities+Freehold+2+Sty+End+Lot+Palma+Presint+11+Putrajaya-88477308.htm
(fully furnished) endlot 2 storey terrace presint 14 putrajaya,RM 850 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/+fully+furnished+endlot+2+storey+terrace+presint+14+putrajaya-88476437.htm
"OPEN TITLE | RENOVATED | LA : 40x80 | Semi-D Double Storey, Presint 15",RM 1 300 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/OPEN+TITLE+RENOVATED+LA+40x80+Semi+D+Double+Storey+Presint+15-87084427.htm
FURNISHED l 2 Storey Terrace ENDLOT FACING OPEN Presint 14 Putrajaya,RM 860 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/FURNISHED+l+2+Storey+Terrace+ENDLOT+FACING+OPEN+Presint+14+Putrajaya-86972138.htm
"[CORNER LOT] 2.5 Storey Desiran Bayu, Putrajaya",RM 1 350 000,6 Bedrooms,5 Bathrooms,3800 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+2+5+Storey+Desiran+Bayu+Putrajaya-88260135.htm
"FULL LOAN, Renovated & Well Maintained House, Precint 11, Putrajaya",RM 780 000,4 Bedrooms,3 Bathrooms,2000 sq.ft.,Putrajaya,https://www.mudah.my/FULL+LOAN+Renovated+Well+Maintained+House+Precint+11+Putrajaya-85548545.htm
"[Near Surau, Shoplots] Exclusive Bungalow at Presint 14 Putrajaya",RM 3 000 000,7 Bedrooms,7 Bathrooms,6000 sq.ft.,Putrajaya,https://www.mudah.my/+Near+Surau+Shoplots+Exclusive+Bungalow+at+Presint+14+Putrajaya-88461847.htm
"FREEHOLD | CORNER LOT 2 Storey Bungalow Presint 14, Putrajaya 9000sqft",RM 2 900 000,6 Bedrooms,6 Bathrooms,9000 sq.ft.,Putrajaya,https://www.mudah.my/FREEHOLD+CORNER+LOT+2+Storey+Bungalow+Presint+14+Putrajaya+9000sqft-88459333.htm
Partly furnish CORNER LOT SEMI D Double Storey House Presint 16,RM 1 200 000,4 Bedrooms,3 Bathrooms,4250 sq.ft.,Putrajaya,https://www.mudah.my/Partly+furnish+CORNER+LOT+SEMI+D+Double+Storey+House+Presint+16-88458556.htm
"[Cheapest, Freehold, FF] 2 Storey Semi D at Presint 16 Putrajaya",RM 1 100 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/+Cheapest+Freehold+FF+2+Storey+Semi+D+at+Presint+16+Putrajaya-88457845.htm
Semi D Presint 15 Putrajaya,RM 1 300 000,5 Bedrooms,5 Bathrooms,2800 sq.ft.,Putrajaya,https://www.mudah.my/Semi+D+Presint+15+Putrajaya-85207642.htm
Banglo Baru Bawah 1M Berdekatan Putrajaya Sungai Merab,RM 750 000,4 Bedrooms,3 Bathrooms,5468 sq.ft.,Putrajaya,https://www.mudah.my/Banglo+Baru+Bawah+1M+Berdekatan+Putrajaya+Sungai+Merab-88453278.htm
Semi D Double Storey Presint Diplomat,RM 1 250 000,5 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/Semi+D+Double+Storey+Presint+Diplomat-88356155.htm
Teres 2 tingkat serenia adiva township,RM 595 000,4 Bedrooms,3 Bathrooms,1874 sq.ft.,Putrajaya,https://www.mudah.my/Teres+2+tingkat+serenia+adiva+township-88450737.htm
[Full Loan]33x75sqf FreeHold New Landed No Hidden Charge G/Gated,RM 348 888,4 Bedrooms,4 Bathrooms,2846 sq.ft.,Putrajaya,https://www.mudah.my/+Full+Loan+33x75sqf+FreeHold+New+Landed+No+Hidden+Charge+G+Gated-86804590.htm
"2 ½ Storey Intermediate House at Desiran Bayu, Presint 16 Putrajaya",RM 1 200 000,6 Bedrooms,5 Bathrooms,3321 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Intermediate+House+at+Desiran+Bayu+Presint+16+Putrajaya-86701511.htm
[ENDLOT] Teres 2 Tingkat Presint 14 Putrajaya,RM 860 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/+ENDLOT+Teres+2+Tingkat+Presint+14+Putrajaya-86794204.htm
"Desa Pinggiran Putra Bungalow Single Storey Kajang, Putrajaya",RM 900 000,4 Bedrooms,3 Bathrooms,6300 sq.ft.,Putrajaya,https://www.mudah.my/Desa+Pinggiran+Putra+Bungalow+Single+Storey+Kajang+Putrajaya-87887651.htm
"MURAH! Brand New Bungalow Desa Pinggiran Putra, Putrajaya",RM 1 800 000,4 Bedrooms,5 Bathrooms,7790 sq.ft.,Putrajaya,https://www.mudah.my/MURAH+Brand+New+Bungalow+Desa+Pinggiran+Putra+Putrajaya-87002182.htm
2 Storey Semi D Evergreen Garden Residence Cyberjaya,RM 1 200 000,5 Bedrooms,4 Bathrooms,3076 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Semi+D+Evergreen+Garden+Residence+Cyberjaya-88445502.htm
Double storey bungalow prescint 10 putrajaya for sale,RM 2 700 000,6 Bedrooms,5 Bathrooms,7800 sq.ft.,Putrajaya,https://www.mudah.my/Double+storey+bungalow+prescint+10+putrajaya+for+sale-88444063.htm
"WOW , EndLot Double Storey Superlink Ttdi Aquina Alam Impian Shah Alam",RM 949 000,5 Bedrooms,4 Bathrooms,2650 sq.ft.,Putrajaya,https://www.mudah.my/WOW+EndLot+Double+Storey+Superlink+Ttdi+Aquina+Alam+Impian+Shah+Alam-88439004.htm
Corner Lot 2 Storey Taman Pinggiran Putra,RM 870 000,4 Bedrooms,3 Bathrooms,1500 sq.ft.,Putrajaya,https://www.mudah.my/Corner+Lot+2+Storey+Taman+Pinggiran+Putra-88438628.htm
Putrajaya Turnberry Double Storey (RENOVATED+FREEHOLD+EXTRA LAND+NEGO),RM 1 100 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Turnberry+Double+Storey+RENOVATED+FREEHOLD+EXTRA+LAND+NEGO+-88435342.htm
"2 Sty House PALING MURAH near Alamanda, INSPEN and P. Diplomatik",RM 760 000,4 Bedrooms,3 Bathrooms,1905 sq.ft.,Putrajaya,https://www.mudah.my/2+Sty+House+PALING+MURAH+near+Alamanda+INSPEN+and+P+Diplomatik-88433319.htm
"Terrace Endlot, 2.5 Storey at Presint 18C Putrajaya For Sale",RM 1 080 000,4 Bedrooms,4 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/Terrace+Endlot+2+5+Storey+at+Presint+18C+Putrajaya+For+Sale-83697127.htm
"(CORNER /RENOVATED) 2 Storey Semi D House, Presint 8, Putrajaya",RM 1 800 000,5 Bedrooms,4 Bathrooms,6679 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+RENOVATED+2+Storey+Semi+D+House+Presint+8+Putrajaya-88429417.htm
"Partly-Furnished: 2 1/2 Storey Semi-D, New Haven, Presint 18 Putrajaya",RM 1 400 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/Partly+Furnished+2+1+2+Storey+Semi+D+New+Haven+Presint+18+Putrajaya-84946403.htm
"Facing Lake: Fully-Fitted 2.5 Sty Semi-D, Yara Twinvilla, P8 Putrajaya",RM 3 000 000,5 Bedrooms,5 Bathrooms,5300 sq.ft.,Putrajaya,https://www.mudah.my/Facing+Lake+Fully+Fitted+2+5+Sty+Semi+D+Yara+Twinvilla+P8+Putrajaya-85329298.htm
