Title,Price,Bedrooms,Bathrooms,Areas,Location,Url
2 storey semi d putrajaya near by surau & shoplot,RM 1 400 000,5 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/2+storey+semi+d+putrajaya+near+by+surau+shoplot-87001361.htm
Tak Tipu!!![8 Min to Putrajaya]398K 4R3B Semi D For Government Servant,RM 398 000,4 Bedrooms,3 Bathrooms,3383 sq.ft.,Putrajaya,https://www.mudah.my/Tak+Tipu+8+Min+to+Putrajaya+398K+4R3B+Semi+D+For+Government+Servant-87751795.htm
[8 Min ke Putrajaya Cyberjaya] 20x70 Single Storey 3R2B 280K Sahaja !!,RM 280 000,3 Bedrooms,2 Bathrooms,1488 sq.ft.,Putrajaya,https://www.mudah.my/+8+Min+ke+Putrajaya+Cyberjaya+20x70+Single+Storey+3R2B+280K+Sahaja+-86584086.htm
[10 Min ke Putrajaya] 20x70 Single Storey 4R3B !!,RM 299 000,4 Bedrooms,3 Bathrooms,1788 sq.ft.,Putrajaya,https://www.mudah.my/+10+Min+ke+Putrajaya+20x70+Single+Storey+4R3B+-84483933.htm
"[Near Shop,Community Centre]NATURA 2 Sty Terrace Presint 11, Putrajaya",RM 750 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/+Near+Shop+Community+Centre+NATURA+2+Sty+Terrace+Presint+11+Putrajaya-88270975.htm
[ Corner Lot BESAR] 33x85 Xtra Land 30 Feet Dua Tingkat 0%DP Freehold!,RM 502 888,4 Bedrooms,4 Bathrooms,2888 sq.ft.,Putrajaya,https://www.mudah.my/+Corner+Lot+BESAR+33x85+Xtra+Land+30+Feet+Dua+Tingkat+0+DP+Freehold+-84721136.htm
Double Storey House 24x80 [ Free HOC 0% Downpayment ] Nearby Sepang !!,RM 438 000,4 Bedrooms,4 Bathrooms,3100 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+House+24x80+Free+HOC+0+Downpayment+Nearby+Sepang+-86424643.htm
"[END UNIT] 2.5 sty hyperlink Duta Villa, Presint 14 Putrajaya",RM 1 650 000,6 Bedrooms,6 Bathrooms,3910 sq.ft.,Putrajaya,https://www.mudah.my/+END+UNIT+2+5+sty+hyperlink+Duta+Villa+Presint+14+Putrajaya-87641020.htm
"Semi-d 2.5 storey house, presint 10, putrajaya for sale",RM 1 400 000,5 Bedrooms,3 Bathrooms,3208 sq.ft.,Putrajaya,https://www.mudah.my/Semi+d+2+5+storey+house+presint+10+putrajaya+for+sale-88266831.htm
Double Storey Terrace House Saujana KLIA (Thistle),RM 530 000,4 Bedrooms,4 Bathrooms,2200 sq.ft.,Putrajaya,https://www.mudah.my/Double+Storey+Terrace+House+Saujana+KLIA+Thistle+-88266061.htm
"Putrajaya south ,taman langat utama , kota warisan , Dengkil",RM 324 000,4 Bedrooms,2 Bathrooms,1310 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+south+taman+langat+utama+kota+warisan+Dengkil-88263800.htm
"NEW UNIT! 2.5Sty Augusta Residence, Luxury Semi D House at Presint 12",RM 2 173 190,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/NEW+UNIT+2+5Sty+Augusta+Residence+Luxury+Semi+D+House+at+Presint+12-85251660.htm
END LOT Double Storey Terrace House Presint 14 Putrajaya,RM 850 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/END+LOT+Double+Storey+Terrace+House+Presint+14+Putrajaya-86905861.htm
"FREEHOLD CORNER LOT2.5-STOREY SEMI-D PRESINT 9, PUTRAJAYA near SURAU",RM 1 550 000,6 Bedrooms,5 Bathrooms,3638 sq.ft.,Putrajaya,https://www.mudah.my/FREEHOLD+CORNER+LOT2+5+STOREY+SEMI+D+PRESINT+9+PUTRAJAYA+near+SURAU-88252980.htm
"Reduce Price! Yara TwinVilla 2.5 Sty Semi D Precinct 8, Putrajaya",RM 3 000 000,5 Bedrooms,5 Bathrooms,5300 sq.ft.,Putrajaya,https://www.mudah.my/Reduce+Price+Yara+TwinVilla+2+5+Sty+Semi+D+Precinct+8+Putrajaya-86526354.htm
"2.5 Sty Semi-D Yara Twin Villa Presint 8, Putrajaya",RM 3 400 000,5 Bedrooms,5 Bathrooms,5300 sq.ft.,Putrajaya,https://www.mudah.my/2+5+Sty+Semi+D+Yara+Twin+Villa+Presint+8+Putrajaya-86589702.htm
"Fully Furnished 3 Sty Bungalow Precinct 10, Putrajaya",RM 4 300 000,More than 10 Bedroom,9 Bathrooms,7700 sq.ft.,Putrajaya,https://www.mudah.my/Fully+Furnished+3+Sty+Bungalow+Precinct+10+Putrajaya-86590358.htm
"Augusta Residence Semi D Presint 12, Putrajaya",RM 2 173 139,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/Augusta+Residence+Semi+D+Presint+12+Putrajaya-84168869.htm
Bungalow Danau Suria with lift and pool - Presint 16 Putrajaya,RM 3 195 500,6 Bedrooms,6 Bathrooms,4220 sq.ft.,Putrajaya,https://www.mudah.my/Bungalow+Danau+Suria+with+lift+and+pool+Presint+16+Putrajaya-86572354.htm
"NEW UNIT!! 2 Storey Terrace, Presint 12, Putrajaya",RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/NEW+UNIT+2+Storey+Terrace+Presint+12+Putrajaya-88251384.htm
[3337 sqft] Double Storey Corner Lot Bandar Seri Putra,RM 750 000,4 Bedrooms,3 Bathrooms,3337 sq.ft.,Putrajaya,https://www.mudah.my/+3337+sqft+Double+Storey+Corner+Lot+Bandar+Seri+Putra-87462627.htm
HIGH CLASS | 3 STOREY SEMI D RESORT-THEMED DESIGN at PUTRAJAYA,RM 2 170 000,7 Bedrooms,7 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/HIGH+CLASS+3+STOREY+SEMI+D+RESORT+THEMED+DESIGN+at+PUTRAJAYA-86697546.htm
"Nearby Putrajaya, KLIA.BANDAR SERI EHSAN DOUBLE STOREY TERRACE END LOT",RM 340 000,4 Bedrooms,3 Bathrooms,2200 sq.ft.,Putrajaya,https://www.mudah.my/Nearby+Putrajaya+KLIA+BANDAR+SERI+EHSAN+DOUBLE+STOREY+TERRACE+END+LOT-88249979.htm
"FULLY FURNISHED | Double Storey Precint 14, Putrajaya",RM 980 000,4 Bedrooms,3 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/FULLY+FURNISHED+Double+Storey+Precint+14+Putrajaya-84170730.htm
"Rumah Luas cantik dan tenang, 2 storey Semi D presint 15 Putrajaya",RM 1 500 000,5 Bedrooms,5 Bathrooms,3640 sq.ft.,Putrajaya,https://www.mudah.my/Rumah+Luas+cantik+dan+tenang+2+storey+Semi+D+presint+15+Putrajaya-87904615.htm
[NEW UNIT FREEHOLD PUTRAJAYA] Double Storey Terrace Presint 12,RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/+NEW+UNIT+FREEHOLD+PUTRAJAYA+Double+Storey+Terrace+Presint+12-88057192.htm
New 2 Storey Bungalow with Pool at Putrajaya,RM 3 736 600,6 Bedrooms,7 Bathrooms,4852 sq.ft.,Putrajaya,https://www.mudah.my/New+2+Storey+Bungalow+with+Pool+at+Putrajaya-83704773.htm
New Semi D with Private Pool & Lift in Putrajaya,RM 2 180 000,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/New+Semi+D+with+Private+Pool+Lift+in+Putrajaya-83629510.htm
Augusta Residence Presint 12 Putrajaya,RM 2 173 000,6 Bedrooms,6 Bathrooms,4794 sq.ft.,Putrajaya,https://www.mudah.my/Augusta+Residence+Presint+12+Putrajaya-88240327.htm
"New Semi Detached House Double Storey, Jenderam Hilir Near Putrajaya",RM 736 290,4 Bedrooms,4 Bathrooms,2430 sq.ft.,Putrajaya,https://www.mudah.my/New+Semi+Detached+House+Double+Storey+Jenderam+Hilir+Near+Putrajaya-88031172.htm
"[CMCO Extra Promo] 24x80 SuperlinkHouse, Cash Back 66k near KLIA",RM 432 888,4 Bedrooms,4 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/+CMCO+Extra+Promo+24x80+SuperlinkHouse+Cash+Back+66k+near+KLIA-86960842.htm
"END LOT & FACING GREENERY | Terrace House Presint 14, Putrajaya",RM 860 000,4 Bedrooms,3 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/END+LOT+FACING+GREENERY+Terrace+House+Presint+14+Putrajaya-86027970.htm
With LIFT & POOL 2.5 Storey Semi D Presint 12,RM 2 173 139,6 Bedrooms,7 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/With+LIFT+POOL+2+5+Storey+Semi+D+Presint+12-88230111.htm
Semi D Twin Villa Fera Ayer8 Putrajaya Corner Lot Near Lake Putrajaya,RM 2 800 000,6 Bedrooms,6 Bathrooms,5000 sq.ft.,Putrajaya,https://www.mudah.my/Semi+D+Twin+Villa+Fera+Ayer8+Putrajaya+Corner+Lot+Near+Lake+Putrajaya-86125547.htm
[EXTRA LAND 10FT] 2 Sty Link House End Lot Presint 14 Putrajaya,RM 900 000,4 Bedrooms,3 Bathrooms,1905 sq.ft.,Putrajaya,https://www.mudah.my/+EXTRA+LAND+10FT+2+Sty+Link+House+End+Lot+Presint+14+Putrajaya-85546837.htm
[FREEHOLD ORIGINAL CONDITION] 2 Storey Semi D Presint 15 Putrajaya,RM 1 350 000,5 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/+FREEHOLD+ORIGINAL+CONDITION+2+Storey+Semi+D+Presint+15+Putrajaya-88227223.htm
"(3K BOOKING ONLY! FACING LAKE VIEW! WITH LIFT) Astana Semi, Putrajaya",RM 3 293 100,6 Bedrooms,7 Bathrooms,6456 sq.ft.,Putrajaya,https://www.mudah.my/+3K+BOOKING+ONLY+FACING+LAKE+VIEW+WITH+LIFT+Astana+Semi+Putrajaya-83960674.htm
[BIG HOUSE] 54x70 Wide Land Garden House with Gated Guarded,RM 686 000,4 Bedrooms,4 Bathrooms,2608 sq.ft.,Putrajaya,https://www.mudah.my/+BIG+HOUSE+54x70+Wide+Land+Garden+House+with+Gated+Guarded-81604863.htm
[CORNER LOT 55x70] High Ceiling Double Storey With Extra Garden Land,RM 690 000,4 Bedrooms,4 Bathrooms,4360 sq.ft.,Putrajaya,https://www.mudah.my/+CORNER+LOT+55x70+High+Ceiling+Double+Storey+With+Extra+Garden+Land-85136068.htm
[MCO 2.O PROMO] 55x70 Wide Extra Land & Gated Guarded Link House,RM 680 000,4 Bedrooms,4 Bathrooms,4360 sq.ft.,Putrajaya,https://www.mudah.my/+MCO+2+O+PROMO+55x70+Wide+Extra+Land+Gated+Guarded+Link+House-85135320.htm
WOW DREAM HOUSE - 2.5sty END LOT Hyperlink LUXURY & MODERN Precint 14,RM 1 650 000,6 Bedrooms,6 Bathrooms,3910 sq.ft.,Putrajaya,https://www.mudah.my/WOW+DREAM+HOUSE+2+5sty+END+LOT+Hyperlink+LUXURY+MODERN+Precint+14-88218797.htm
[ NEGOTIABLE ] Semi D Detached New Haven Precint Presint 18 Putrajaya,RM 1 450 000,5 Bedrooms,4 Bathrooms,3240 sq.ft.,Putrajaya,https://www.mudah.my/+NEGOTIABLE+Semi+D+Detached+New+Haven+Precint+Presint+18+Putrajaya-86210339.htm
SEMI D 3 STY PRESINT 8 PUTRAJAYA near lake and Putrajaya Sentral,RM 2 120 000,6 Bedrooms,6 Bathrooms,3400 sq.ft.,Putrajaya,https://www.mudah.my/SEMI+D+3+STY+PRESINT+8+PUTRAJAYA+near+lake+and+Putrajaya+Sentral-85430990.htm
Extended Kitchen | SEMI D 2 Storey Presint 15 Putrajaya,RM 1 600 000,5 Bedrooms,5 Bathrooms,3939 sq.ft.,Putrajaya,https://www.mudah.my/Extended+Kitchen+SEMI+D+2+Storey+Presint+15+Putrajaya-84730626.htm
"End Lot Double Storey Terrace Presint 11, Putrajaya",RM 1 200 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/End+Lot+Double+Storey+Terrace+Presint+11+Putrajaya-86626241.htm
Corner lot fully furnieshed semi d house presint 16 putrajaya,RM 1 350 000,4 Bedrooms,3 Bathrooms,4250 sq.ft.,Putrajaya,https://www.mudah.my/Corner+lot+fully+furnieshed+semi+d+house+presint+16+putrajaya-86650272.htm
Extended semi d 2 storey house presint 14 putrajaya,RM 1 500 000,5 Bedrooms,5 Bathrooms,2800 sq.ft.,Putrajaya,https://www.mudah.my/Extended+semi+d+2+storey+house+presint+14+putrajaya-86663755.htm
Renovated Semi-D 2Storey Presint 15 Putrajaya,RM 1 450 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/Renovated+Semi+D+2Storey+Presint+15+Putrajaya-87673443.htm
LUXURIOUS & STRATEGIC LOCATION | Lake Front Villas at Putrajaya,RM 3 227 000,5 Bedrooms,5 Bathrooms,5681 sq.ft.,Putrajaya,https://www.mudah.my/LUXURIOUS+STRATEGIC+LOCATION+Lake+Front+Villas+at+Putrajaya-88210904.htm
Fera TwinVilla 3 Storey Semi Detached Villa House Presint 8 Putrajaya,RM 3 850 000,6 Bedrooms,6 Bathrooms,5206 sq.ft.,Putrajaya,https://www.mudah.my/Fera+TwinVilla+3+Storey+Semi+Detached+Villa+House+Presint+8+Putrajaya-86740639.htm
[SIDE BY SIDE] Double Storey Presint 11 Putrajaya,RM 800 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/+SIDE+BY+SIDE+Double+Storey+Presint+11+Putrajaya-87740129.htm
[Freehold Only Govermt can buy] 24x85 Double Storey House,RM 408 388,5 Bedrooms,5 Bathrooms,3020 sq.ft.,Putrajaya,https://www.mudah.my/+Freehold+Only+Govermt+can+buy+24x85+Double+Storey+House-83134747.htm
End Lot 2 Storey Terrace at Putrajaya for sale,RM 880 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/End+Lot+2+Storey+Terrace+at+Putrajaya+for+sale-88196274.htm
Banglo Danau Suria Presint 16 Putrajaya,RM 2 856 750,6 Bedrooms,7 Bathrooms,4220 sq.ft.,Putrajaya,https://www.mudah.my/Banglo+Danau+Suria+Presint+16+Putrajaya-88190621.htm
(FACING GARDEN) Semi D Presint 18 Putrajaya,RM 1 900 000,6 Bedrooms,5 Bathrooms,3700 sq.ft.,Putrajaya,https://www.mudah.my/+FACING+GARDEN+Semi+D+Presint+18+Putrajaya-86757039.htm
[PRIVATE POOL][LAKE VIEW] 3Storey Semi D PUTRAJAYA,RM 3 200 000,5 Bedrooms,5 Bathrooms,4510 sq.ft.,Putrajaya,https://www.mudah.my/+PRIVATE+POOL+LAKE+VIEW+3Storey+Semi+D+PUTRAJAYA-84366942.htm
FACING LAKE 2.5 Storey Semi D - New Haven Presint 18 Putrajaya 6R 4B,RM 1 500 000,6 Bedrooms,4 Bathrooms,3400 sq.ft.,Putrajaya,https://www.mudah.my/FACING+LAKE+2+5+Storey+Semi+D+New+Haven+Presint+18+Putrajaya+6R+4B-88187919.htm
EXCLUSIVE BUNGALOW Double Storey (Renovated) Presint 14 Putrajaya,RM 2 800 000,6 Bedrooms,6 Bathrooms,9000 sq.ft.,Putrajaya,https://www.mudah.my/EXCLUSIVE+BUNGALOW+Double+Storey+Renovated+Presint+14+Putrajaya-86434274.htm
Booking RM3k!!! (NEW UNITS) 2.5 Sty Augusta Residence Luxury Semi D,RM 2 173 139,6 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/Booking+RM3k+NEW+UNITS+2+5+Sty+Augusta+Residence+Luxury+Semi+D-86739514.htm
Putrajaya Presint 11 FREEHOLD 2 Storey Bumi Lot Bank Lelongg 20x70,RM 474 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Presint+11+FREEHOLD+2+Storey+Bumi+Lot+Bank+Lelongg+20x70-87842205.htm
2 Storey Superlink Putrajaya Precint 16 Bumi Lot Bank Lelongg 28x85,RM 560 000,5 Bedrooms,4 Bathrooms,2800 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Superlink+Putrajaya+Precint+16+Bumi+Lot+Bank+Lelongg+28x85-87842209.htm
Fully Furnished.Double Storey Presint 11 Putrajaya,RM 810 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/Fully+Furnished+Double+Storey+Presint+11+Putrajaya-88173743.htm
[ CHEAPEST + FURNISHED ] Rumah Semi D Detached Presint 16 Putrajaya,RM 1 100 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/+CHEAPEST+FURNISHED+Rumah+Semi+D+Detached+Presint+16+Putrajaya-85503332.htm
[Diskaun Sebanyak 65%!!!] 2-Storey BESAR!!! 48x100 Freehold 0% D/P !!!,RM 398 000,5 Bedrooms,4 Bathrooms,4200 sq.ft.,Putrajaya,https://www.mudah.my/+Diskaun+Sebanyak+65+2+Storey+BESAR+48x100+Freehold+0+D+P+-84603646.htm
BANGLO DESA PINGGIRAN PUTRA PUTRAJAYA 2 Sty Huge Extra Land Gated,RM 1 600 000,5 Bedrooms,4 Bathrooms,7028 sq.ft.,Putrajaya,https://www.mudah.my/BANGLO+DESA+PINGGIRAN+PUTRA+PUTRAJAYA+2+Sty+Huge+Extra+Land+Gated-80420129.htm
[ FURNISHED + CHEAPEST ] Rumah Semi D Detached Presint 16 Putrajaya,RM 1 100 000,4 Bedrooms,3 Bathrooms,3000 sq.ft.,Putrajaya,https://www.mudah.my/+FURNISHED+CHEAPEST+Rumah+Semi+D+Detached+Presint+16+Putrajaya-85503340.htm
Below Market 25% GATED & GUARDED House FREEHOLD,RM 686 000,4 Bedrooms,4 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/Below+Market+25+GATED+GUARDED+House+FREEHOLD-88166281.htm
Fully Furnish Endlot 2 Storey Presint 14 Putrajaya,RM 860 000,4 Bedrooms,3 Bathrooms,2185 sq.ft.,Putrajaya,https://www.mudah.my/Fully+Furnish+Endlot+2+Storey+Presint+14+Putrajaya-86794496.htm
"Two Storey SEMI D (Freehold) Presint 14, Putrajaya",RM 1 250 000,5 Bedrooms,5 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/Two+Storey+SEMI+D+Freehold+Presint+14+Putrajaya-88161503.htm
"Fera Twin Villa 3 Sty Semi D Villa House Presint 8, Putrajaya",RM 2 595 305,5 Bedrooms,5 Bathrooms,4521 sq.ft.,Putrajaya,https://www.mudah.my/Fera+Twin+Villa+3+Sty+Semi+D+Villa+House+Presint+8+Putrajaya-86254440.htm
"BRAND NEW Double Storey (20x88) Presint 12, Putrajaya",RM 1 300 000,4 Bedrooms,3 Bathrooms,2519 sq.ft.,Putrajaya,https://www.mudah.my/BRAND+NEW+Double+Storey+20x88+Presint+12+Putrajaya-88153602.htm
Fully Furnished 2.5 Storey Semi D NEW HAVEN Presint 18,RM 1 450 000,5 Bedrooms,4 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/Fully+Furnished+2+5+Storey+Semi+D+NEW+HAVEN+Presint+18-85108746.htm
"FACING LAKE 2.5 Storey Semi D New Haven, Presint 18 Putrajaya",RM 1 400 000,6 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/FACING+LAKE+2+5+Storey+Semi+D+New+Haven+Presint+18+Putrajaya-88140693.htm
3 Storey Hyperlink Terrace Duta Villa Presint 14 Putrajaya,RM 1 467 000,6 Bedrooms,6 Bathrooms,2250 sq.ft.,Putrajaya,https://www.mudah.my/3+Storey+Hyperlink+Terrace+Duta+Villa+Presint+14+Putrajaya-85892149.htm
FULLY FURNISHED & RENOVATED 2.5 Storey Semi D New Haven Presint 18,RM 1 400 000,5 Bedrooms,4 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/FULLY+FURNISHED+RENOVATED+2+5+Storey+Semi+D+New+Haven+Presint+18-88139959.htm
"NICE LOCATION 2.5 Storey Semi D The Haven Presint 18, Putrajaya",RM 1 400 000,5 Bedrooms,4 Bathrooms,3200 sq.ft.,Putrajaya,https://www.mudah.my/NICE+LOCATION+2+5+Storey+Semi+D+The+Haven+Presint+18+Putrajaya-88139958.htm
RENOVATED BUNGALOW Double Storey House Presint 10 Putrajaya,RM 2 700 000,6 Bedrooms,5 Bathrooms,7800 sq.ft.,Putrajaya,https://www.mudah.my/RENOVATED+BUNGALOW+Double+Storey+House+Presint+10+Putrajaya-88077056.htm
{FREEHOLD} Booking 3K Double Storey Putrajaya Presint 11,RM 750 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/+FREEHOLD+Booking+3K+Double+Storey+Putrajaya+Presint+11-87705210.htm
"3 Story Semi Detached Twin Villa, Sera Precint 8 putrajaya",RM 1 950 000,6 Bedrooms,6 Bathrooms,4500 sq.ft.,Putrajaya,https://www.mudah.my/3+Story+Semi+Detached+Twin+Villa+Sera+Precint+8+putrajaya-85508401.htm
CORNER 2.5 Storey Semi D New Haven By The Lake Presint 18 Putrajaya,RM 1 500 000,5 Bedrooms,4 Bathrooms,3400 sq.ft.,Putrajaya,https://www.mudah.my/CORNER+2+5+Storey+Semi+D+New+Haven+By+The+Lake+Presint+18+Putrajaya-88135178.htm
"[ 9,000 SQFT LAND AREA ] Rumah Banglo Bungalow Presint 14 Putrajaya",RM 2 800 000,6 Bedrooms,6 Bathrooms,9000 sq.ft.,Putrajaya,https://www.mudah.my/+9+000+SQFT+LAND+AREA+Rumah+Banglo+Bungalow+Presint+14+Putrajaya-85455029.htm
CORNER LOT 2.5 Storey Superlink Desiran Bayu Presint 16 Putrajaya,RM 1 350 000,6 Bedrooms,5 Bathrooms,3800 sq.ft.,Putrajaya,https://www.mudah.my/CORNER+LOT+2+5+Storey+Superlink+Desiran+Bayu+Presint+16+Putrajaya-88132296.htm
MURAH Semi Detached House New Haven Presint 18 Putrajaya,RM 1 400 000,6 Bedrooms,5 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/MURAH+Semi+Detached+House+New+Haven+Presint+18+Putrajaya-88131792.htm
Big housePresint 18 Putrajaya Fully Furnish And Fully Renovate Free HP,RM 1 550 000,5 Bedrooms,4 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/Big+housePresint+18+Putrajaya+Fully+Furnish+And+Fully+Renovate+Free+HP-79417356.htm
[55x70] Luxury Double Storey House Extra Land Gated Guarded,RM 680 000,4 Bedrooms,4 Bathrooms,4360 sq.ft.,Putrajaya,https://www.mudah.my/+55x70+Luxury+Double+Storey+House+Extra+Land+Gated+Guarded-85134345.htm
FREEHOLD SEMI FURNISHED Double Storey Terrace Presint 11 Putrajaya,RM 690 000,4 Bedrooms,3 Bathrooms,1540 sq.ft.,Putrajaya,https://www.mudah.my/FREEHOLD+SEMI+FURNISHED+Double+Storey+Terrace+Presint+11+Putrajaya-88077127.htm
"Desiran Bayu "" Presint 16 "" Putrajaya",RM 1 100 000,6 Bedrooms,5 Bathrooms,1920 sq.ft.,Putrajaya,https://www.mudah.my/Desiran+Bayu+Presint+16+Putrajaya-88124169.htm
FULLY FURNISHED VERY CHEAP: Semi-D House Presint 18 Putrajaya,RM 1 400 000,5 Bedrooms,4 Bathrooms,3300 sq.ft.,Putrajaya,https://www.mudah.my/FULLY+FURNISHED+VERY+CHEAP+Semi+D+House+Presint+18+Putrajaya-87405240.htm
2.5 Storey Semi D Villa Augusta Presint 12 Putrajaya,RM 2 173 000,7 Bedrooms,6 Bathrooms,4291 sq.ft.,Putrajaya,https://www.mudah.my/2+5+Storey+Semi+D+Villa+Augusta+Presint+12+Putrajaya-82164783.htm
(Fully Furnished near Alamanda) House for sale,RM 950 000,4 Bedrooms,3 Bathrooms,2400 sq.ft.,Putrajaya,https://www.mudah.my/+Fully+Furnished+near+Alamanda+House+for+sale-88116535.htm
BERDEKATAN PUTRAJAYA DAN KLIA 1 Tingkat Taman Bunga Raya Salak Tinggi,RM 310 000,3 Bedrooms,2 Bathrooms,1400 sq.ft.,Putrajaya,https://www.mudah.my/BERDEKATAN+PUTRAJAYA+DAN+KLIA+1+Tingkat+Taman+Bunga+Raya+Salak+Tinggi-85790926.htm
Putrajaya Putrajaya Putrajaya Putrajaya Putrajaya Putrajaya Putrajaya,RM 400 999,4 Bedrooms,4 Bathrooms,2660 sq.ft.,Putrajaya,https://www.mudah.my/Putrajaya+Putrajaya+Putrajaya+Putrajaya+Putrajaya+Putrajaya+Putrajaya-88115040.htm
CORNER LOT NICE MUST VIEW Presint 14 Putrajaya,RM 1 100 000,4 Bedrooms,3 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/CORNER+LOT+NICE+MUST+VIEW+Presint+14+Putrajaya-83975018.htm
NICE INTERIOR DESIGN RENOVATED Presint 14 Putrajaya,RM 890 000,4 Bedrooms,3 Bathrooms,1905 sq.ft.,Putrajaya,https://www.mudah.my/NICE+INTERIOR+DESIGN+RENOVATED+Presint+14+Putrajaya-83974077.htm
Fast!!! Last Coner In Putrajaya!! 50X100 Freehold Cheap Coner 2-Storey,RM 434 000,5 Bedrooms,6 Bathrooms,3599 sq.ft.,Putrajaya,https://www.mudah.my/Fast+Last+Coner+In+Putrajaya+50X100+Freehold+Cheap+Coner+2+Storey-88107297.htm
Last!! [BLW Market78%] Freehold Superlink 50X80 Double Storey,RM 401 000,4 Bedrooms,4 Bathrooms,4222 sq.ft.,Putrajaya,https://www.mudah.my/Last+BLW+Market78+Freehold+Superlink+50X80+Double+Storey-88107286.htm
"(Beautiful Renovated House) Semi D, 2.5 Storey, Presint 8 Putrajaya",RM 1 850 000,5 Bedrooms,5 Bathrooms,3500 sq.ft.,Putrajaya,https://www.mudah.my/+Beautiful+Renovated+House+Semi+D+2+5+Storey+Presint+8+Putrajaya-86644606.htm
Freehold !!! Last !!! [Below Market 90%] 0%DP Terrace Double Storey,RM 399 999,4 Bedrooms,4 Bathrooms,2910 sq.ft.,Putrajaya,https://www.mudah.my/Freehold+Last+Below+Market+90+0+DP+Terrace+Double+Storey-82000354.htm
2 Storey Bungalow Precint 10 Putrajaya,RM 3 000 000,6 Bedrooms,5 Bathrooms,6000 sq.ft.,Putrajaya,https://www.mudah.my/2+Storey+Bungalow+Precint+10+Putrajaya-83349339.htm
"[Near School, Freehold] 2 Storey End Lot Palma Residence, Presint 11 P",RM 880 000,4 Bedrooms,3 Bathrooms,2300 sq.ft.,Putrajaya,https://www.mudah.my/+Near+School+Freehold+2+Storey+End+Lot+Palma+Residence+Presint+11+P-88083654.htm
Desa Pinggiran Putra Putrajaya 2 Storey Bungalow,RM 1 250 000,4 Bedrooms,3 Bathrooms,2100 sq.ft.,Putrajaya,https://www.mudah.my/Desa+Pinggiran+Putra+Putrajaya+2+Storey+Bungalow-86030771.htm
ENDLOT Presint 14 Putrajaya Terrace House FACING OPEN,RM 880 000,4 Bedrooms,3 Bathrooms,2500 sq.ft.,Putrajaya,https://www.mudah.my/ENDLOT+Presint+14+Putrajaya+Terrace+House+FACING+OPEN-86138843.htm
RUMAH BARU ! - 2Sty HOUSE ( FREEHOLD ) + ( LUAS ) Precint 12 PUTRAJAYA,RM 880 000,4 Bedrooms,3 Bathrooms,2063 sq.ft.,Putrajaya,https://www.mudah.my/RUMAH+BARU+2Sty+HOUSE+FREEHOLD+LUAS+Precint+12+PUTRAJAYA-86552498.htm
